Substance ID,Name ,CAS ,SMILES,Formula ,FW ,OVERALL ,TA100 ,TA100_S9 ,TA1535 ,TA1535_S9 ,TA97 ,TA97_S9 ,TA1538 ,TA1538_S9 ,TA98 ,TA98_S9 ,TA1537 ,TA1537_S9 ,TA102 ,TA102_S9 ,TA104 ,TA104_S9 ,TA98(NR) ,TA98(NR)_S9 ,TA97A ,TA97A_S9 ,"TA98(1,8-DNP6) ","TA98(1,8-DNP6)_S9 ","TA100(1,8-DNP6) ","TA100(1,8-DNP6)_S9 ",TA100(NR) ,TA100(NR)_S9 ,YG1024 ,YG1024_S9 ,TA2638 ,TA2638_S9 ,YG1029 ,YG1029_S9 ,TA92 ,TA92_S9 ,YG1026 ,YG1026_S9 ,YG1021 ,YG1021_S9 ,TA7004 ,TA7004_S9 ,TA7005 ,TA7005_S9 ,TA1978 ,TA1978_S9 ,TA7002 ,TA7002_S9 ,TA7003 ,TA7003_S9 ,TA7001 ,TA7001_S9 ,TA7006 ,TA7006_S9 ,TM677 ,TM677_S9 ,G46 ,G46_S9 ,YG1020 ,YG1020_S9 ,YG1025 ,YG1025_S9 ,TA94 ,TA94_S9
3256," 3-(1-METHYLETHYL)AMINO-2,1-BENZISOTHIAZOLE ",  774-15-2  ,HC(H)C(C(H)H)NC1=C2C(C=CC=C2)=NS1,C10H12N2S ,192.2818,1,1,1,1,1,ND ,ND ,ND ,ND ,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3257," 3-(2-METHYLPROPYL)AMINO-2,1-BENZISOTHIAZOLE ",  712-12-9  ,HC(H)C(C(H)H)C(H)NC1=C2C(C=CC=C2)=NS1,C11H14N2S ,206.3083,1,1,1,1,1,ND ,ND ,ND ,ND ,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3258," 3-(PENTYLAMINO)-2,1-BENZISOTHIAZOLE ",  149862-56-6  ,HC(H)C(H)C(H)C(H)C(H)NC1=C2C(C=CC=C2)=NS1,C12H16N2S ,220.3349,1,1,1,1,1,ND ,ND ,ND ,ND ,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3259," 1-(2,1-BENZISOTHIAZOL-3-YLAMINO)-2,2,2-TRICHLOROETHANOL ",  60905-56-8  ,C12C(=C(NC(O)C(Cl)(Cl)Cl)SN=1)C=CC=C2,C9H7Cl3N2OS ,297.5889,1,1,1,1,1,ND ,ND ,ND ,ND ,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3260," N-(2,1-BENZISOTHIAZOL-3-YL)-2-CHLOROACETAMIDE ",  67019-19-6  ,HC(Cl)C(=O)NC1=C2C(C=CC=C2)=NS1,C9H7ClN2OS ,226.6835,3,1,3,1,1,ND ,ND ,ND ,ND ,1,3,3,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3261, (+)-ALPHA-PINENE ,  7785-70-8  ,HC(H)C1(C(H)H)[C@@]2C(C(H)H)=CC(H)[C@]1C2H,C10H16 ,136.234,1,1,1,1,1,ND ,ND ,ND ,ND ,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3262, ALPHA-TERPINENE ,  99-86-5  ,HC(H)C1C(H)C(H)C(C(C(H)H)C(H)H)=CC=1,C10H16 ,136.234,1,1,1,1,1,ND ,ND ,ND ,ND ,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3263," 2,2,2-TRICHLORO-N-(5-METHYL-2,1-BENZISOTHIAZOL-3-YL)ACETAMIDE ",  99523-59-8  ,HC(H)C1C=CC2C(=C(NC(=O)C(Cl)(Cl)Cl)SN=2)C=1,C10H7Cl3N2OS ,309.5996,3,3,3,1,1,ND ,ND ,ND ,ND ,3,3,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3264," N-(5-CHLORO-2,1-BENZISOTHIAZOL-3-YL)ACETAMIDE ",  91991-18-3  ,HC(H)C(=O)NC1=C2C(C=CC(Cl)=C2)=NS1,C9H7ClN2OS ,226.6835,3,1,3,1,1,ND ,ND ,ND ,ND ,1,1,1,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3265," 2-CHLORO-N-(5-CHLORO-2,1-BENZISOTHIAZOL-3-YL)ACETAMIDE ",  91991-19-4  ,HC(Cl)C(=O)NC1=C2C(C=CC(Cl)=C2)=NS1,C9H6Cl2N2OS ,261.1282,3,1,3,1,1,ND ,ND ,ND ,ND ,1,3,3,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3266," 4-NITRO-2,1-BENZISOTHIAZOLE ",  24245-98-5  ,C1(N(=O)=O)C2C(C=CC=1)=NSC=2,C7H4N2O2S ,180.1849,3,3,3,3,1,ND ,ND ,ND ,ND ,3,3,3,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3267," 2-CHLORO-N-(6-CHLORO-2,1-BENZISOTHIAZOL-3-YL)ACETAMIDE ",  98447-32-6  ,HC(Cl)C(=O)NC1=C2C(C=C(Cl)C=C2)=NS1,C9H6Cl2N2OS ,261.1282,3,3,3,1,1,ND ,ND ,ND ,ND ,1,3,3,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3268," N-(2,1-BENZISOTHIAZOL-3-YL)-2-CHLORO-N-METHYLACETAMIDE ",  68267-98-1  ,HC(H)N(C1=C2C(C=CC=C2)=NS1)C(=O)C(H)Cl,C10H9ClN2OS ,240.71,1,1,1,1,1,ND ,ND ,ND ,ND ,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3269," N-(2,1-BENZISOTHIAZOL-3-YL)-4-CHLORO-N-METHYLBUTANAMIDE ",  68268-00-8  ,HC(H)N(C1=C2C(C=CC=C2)=NS1)C(=O)C(H)C(H)C(H)Cl,C12H13ClN2OS ,268.7632,1,1,1,1,1,ND ,ND ,ND ,ND ,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3270," N-(2,1-BENZISOTHIAZOL-3-YL)-4-CHLORO-N-ETHYLBUTANAMIDE ",  68268-12-2  ,HC(H)C(H)N(C1=C2C(C=CC=C2)=NS1)C(=O)C(H)C(H)C(H)Cl,C13H15ClN2OS ,282.7898,1,1,1,1,1,ND ,ND ,ND ,ND ,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3271," 3-AMINO-N-((2-HYDROXYPHENYL)METHYLENE)-2,1-BENZISOTHIAZOLE ",  60877-90-9  ,, , ,1,1,1,1,1,ND ,ND ,ND ,ND ,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3272," 3-AMINO-N-((4-HYDROXYPHENYL)METHYLENE)-2,1-BENZISOTHIAZOLE ",  60877-92-1  ,, , ,3,1,3,1,1,ND ,ND ,ND ,ND ,1,3,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3273," 3-AMINO-N-((3-NITROPHENYL)METHYLENE)-2,1-BENZISOTHIAZOLE ",  60991-01-7  ,, , ,3,1,3,1,1,ND ,ND ,ND ,ND ,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3274," 3-AMINO-N-((4-NITROPHENYL)METHYLENE)-2,1-BENZISOTHIAZOLE ",  60877-99-8  ,, , ,3,3,3,1,1,ND ,ND ,ND ,ND ,1,3,1,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3275," 3-METHOXY-8,9,10,11-TETRAHYDRO-1H-INDOLO[3,2-C]QUINOLINE-1,4,(7H)-DIONE ",  113124-69-9  ,HC(H)OC1C(=O)c2c(C(=O)C=1)c1c(C3=C(C(H)C(H)C(H)C3H)N1)cn2,C16H14N2O3 ,282.294,3,3,3,ND ,ND ,ND ,ND ,ND ,ND ,3,3,ND ,ND ,1,1,ND ,ND ,ND ,ND ,3,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3276," 3-METHOXY-1H-INDOLO[3,2-C]QUINOLINE-1,4(11H)-DIONE ",  113124-70-2  ,, , ,3,3,3,ND ,ND ,ND ,ND ,ND ,ND ,3,3,ND ,ND ,3,3,ND ,ND ,ND ,ND ,3,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3277," 3-METHOXY-6-METHYL-1H-PYRIDO[3',4':4,5]PYRROLO[3,2-C]QUINOLINE-1,4,(11H)-DIONE ",  126983-61-7  ,HC(H)c1c2-c3c(ccnc3)Nc2c2C(=O)C=C(OC(H)H)C(=O)c2n1,C16H11N3O3 ,293.277,3,3,3,ND ,ND ,ND ,ND ,ND ,ND ,3,3,ND ,ND ,3,3,ND ,ND ,ND ,ND ,3,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3278, METHOXYACETALDEHYDE ,  10312-83-1  ,HC(H)OC(H)C=O,C3H6O2 ,74.0785,3,1,1,ND ,ND ,ND ,ND ,ND ,ND ,1,1,ND ,ND ,1,1,ND ,ND ,ND ,ND ,3,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3279, DIHYDRALAZINE ,  484-23-1  ,c1(NN)c2c(c(NN)nn1)cccc2,C8H10N6 ,190.2054,3,1,ND ,1,ND ,3,ND ,3,ND ,3,ND ,3,ND ,3,ND ,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3280, (2-[(2-METHYLAMINOETHYL)(P-METHOXYBENZYL)AMINO]PYRIDINE) ,  104499-47-0  ,HC(H)NC(H)C(H)N(c1ccccn1)C(H)c1ccc(OC(H)H)cc1,C16H21N3O ,271.3576,1,1,1,ND ,ND ,1,1,ND ,ND ,1,1,ND ,ND ,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3281, MONTIRELIN HYDRATE ,  90243-66-6  ,HC(H)[C@]1C(=O)NC(C(=O)N[C@](C(=O)N2C(H)C(H)C(H)[C@@]2C(N)=O)C(H)C2=CN=CN2)C(H)S1,C17H24N6O4S ,408.4765,1,1,1,1,1,ND ,ND ,ND ,ND ,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3282, ORACIN ,  148317-76-4  ,HC(C(H)N1C(=O)c2c(C3C(=O)c4c(C1=3)cccc4)cccc2)NC(H)C(H)O,C20H18N2O3 ,334.3686,1,1,1,1,1,1,1,ND ,ND ,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3283, OXPRENOLOL ,  6452-71-7  ,[Cl-].HC(H)C(C(H)H)NC(H)C(O)C(H)Oc1c(OC(H)C=CH)cccc1.R,C15H24ClNO3 ,301.8087,1,1,1,1,1,ND ,ND ,ND ,ND ,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3284, 1-[3-ACETYL-4-[3-(TERT-BUTYLAMINO)-2-HYDROXYPROPOXY]PHENYL]UREA ,  56980-96-2  ,HC(H)C(=O)c1c(OC(H)C(O)C(H)NC(C(H)H)(C(H)H)C(H)H)ccc(NC(N)=O)c1,C16H25N3O4 ,323.3875,3,1,3,1,3,ND ,ND ,ND ,ND ,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3285, 3-[3-ACETYL-4-[3-(TERT-BUTYLAMINO)-2-HYDROXYPROPOXY]PHENYL]-1-ETHYLUREA ,  57470-96-9  ,HC(H)C(=O)c1c(OC(H)C(O)C(H)NC(C(H)H)(C(H)H)C(H)H)ccc(NC(=O)NC(H)C(H)H)c1,C18H29N3O4 ,351.4407,1,1,1,1,1,ND ,ND ,ND ,ND ,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3286, MY-1 ,  130175-14-3  ,, , ,1,1,1,1,1,ND ,ND ,ND ,ND ,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3287, BUTOCIN ,  22181-94-8  ,HC(H)C(H)OC(=O)C(H)NC(=O)C(H)C(H)C(H)C(H)Sc1c2c(N=CN2)ncn1,C14H19N5O3S ,337.3986,1,1,1,1,1,1,1,ND ,ND ,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3288, SILVER IODIDE ,  7783-96-2  ,[Ag+].[I-],AgI ,234.7727,3,ND ,ND ,1,1,1,3,ND ,ND ,1,1,ND ,ND ,3,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3289, N-CYCLOHEXYLTHIOPHTHALIMIDE ,  17796-82-6  ,HC1C(H)C(H)C(H)C(H)C1SN1C(=O)c2c(C1=O)cccc2,C14H15NO2S ,261.3404,1,1,1,ND ,ND ,1,1,ND ,ND ,1,1,ND ,ND ,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3290, CHLOROTETRAFLUOROETHANE ,  2837-89-0  ,C(F)(F)(F)C(F)Cl,C2HClF4 ,136.4757,1,1,1,1,1,1,1,ND ,ND ,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3291, 4-ETHYLTOLUENE ,  622-96-8  ,HC(H)c1ccc(C(H)C(H)H)cc1,C9H12 ,120.1916,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,1,1,ND ,ND ,1,1,ND ,ND ,ND ,ND ,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3292, EPRISTERIDE ,  119169-78-7  ,HC(H)[C@@]12C(C=C(C(=O)O)C(H)C1H)=CC(H)[C@]1[C@]3[C@@](C(H)H)(C(H)C(H)[C@@]21)[C@@](C(=O)NC(C(H)H)(C(H)H)C(H)H)C(H)C3H,C25H37NO3 ,399.5662,1,1,1,ND ,ND ,1,1,ND ,ND ,1,1,ND ,ND ,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3293, CLOTURIN ,  104789-46-0  ,HC(Cl)C(H)NC(=O)Sc1c2c(N=CN2)ncn1,C8H8ClN5OS ,257.7009,3,1,1,3,3,1,1,ND ,ND ,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3294, (E)-3-CYANO-4'-NITROSTILBENE ,  159394-71-5  ,C(#N)c1cc(C=Cc2ccc(N(=O)=O)cc2)ccc1,C15H10N2O2 ,250.2522,3,3,3,ND ,ND ,ND ,ND ,ND ,ND ,3,3,ND ,ND ,ND ,ND ,ND ,ND ,3,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
3295, DOXEPINE ,  1668-19-5  ,HC(H)N(C(H)H)C(H)C(H)C=C1c2c(C(H)Oc3c1cccc3)cccc2,C19H21NO ,279.3762,1,1,1,1,1,ND ,ND ,ND ,ND ,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
