Structure [idcode]	Molecule Name	Formula	FW	DSSTox_CID	SR-HSE	NR-AR	SR-ARE	NR-Aromatase	NR-ER-LBD	NR-AhR	SR-MMP	NR-ER	NR-PPAR-gamma	SR-p53	SR-ATAD5	NR-AR-LBD	Smiles	
eg`PL@@@JKlbdTjTTtbRLvTTVU`RQVquUUUUUSSSUULHHQRKQVSYHIUR@	NCGC00161328-03	C27H44O3	416.6365	1260		0		0	0	0	1				0	0	C[C@H](CC[C@H](C(C)(C)O)O)[C@@H](CC1)[C@@](C)(CCC2)[C@@H]1/C2=C/C=C(/C[C@H](CC1)O)\C1=C	
fhi@`@@HrJZKQQJJWSc^ZZijjjprJciCD@	NCGC00257867-01	C15H22O2	234.3340	14089	1	0	1	0	0	0				0	0	0	C[C@H](CC[C@H]1/C=C(\C)/C(O)=O)[C@@H]2C1=C(C)CC2	
fdyA`@@HcdTtVbbTTjtxwffjZjjhcHjNgiCD@	NCGC00257574-01	C15H22O3	250.3334	13564	0	0	0	0	0	0	0	0	0	0	0	0	C[C@H](CC[C@H]1/C=C(\C)/C(O)=O)[C@@H]2C1=C(C)C[C@H]2O	
dmtH@@RYeeZZjfjrDbZ@@	NCGC00256836-01	C10H18O	154.2493	27116	0	0	0	0	0	0	0	0	0	0	0	0	C[C@H](CC[C@H]1C(C)=C)C[C@@H]1O	
fb}AP@@HyivQQJJKJIRZN`mNmGrVjjjjjjjYbDUHjFTX@	NCGC00161634-06	C15H22O5	282.3322	20652	0												C[C@H](CC[C@H]1[C@H]2C)[C@H](CC3)C11OO[C@]3(C)O[C@H]1OC2=O	
fjcAP@@PxkNRIRJQJJUSZdxHuoNCUUUUUUUUsBIJIbuKKt@@	NCGC00164591-01	C16H26O5	298.3746	20651		0		0	0	0	0	0	0	0	0	0	C[C@H](CC[C@H]1[C@H]2C)[C@H](CC3)C11OO[C@]3(C)O[C@H]1O[C@@H]2OC	
fmo@H@@HXZsdurJIJIJJJJjIRZMWduJMlvjjjZjjjjjnDWIIJdYeC`@	NCGC00164600-01	C19H28O8	384.4208	22681		0			0	0		0				0	C[C@H](CC[C@H]1[C@H]2C)[C@H](CC3)C11OO[C@]3(C)O[C@H]1O[C@H]2OC(CCC(O)=O)=O	
eo`TJH@NB`nikg`@cIEEEDdelmDc@ULeJNIKMGJ@H@`jjiif``|dDr@	NCGC00016681-01	C23H28N2O5S	444.5438 (328.4717+116.0722)	25399		0		0	0	0		0	0	0	0	0	C[C@H](CN(C)C)CN1c(cc(cc2)OC)c2Sc2c1cccc2.OC(/C=C\C(O)=O)=O	
egPzFL@MBmh\_KfQS[PIABPpdLbdLRVTTRbRjdRvTtTTPZfR`dbQRvvMMT@EUUUUUTpDPtsEBBbld@j@	NCGC00182549-02	C32H42F3N5O6	649.7010 (533.6288+116.0722)	28582	0												C[C@H](CN(CC1)C(C)(CC2)CCN2C(c2c(C)ncnc2C)=O)N1[C@H](COC)c1ccc(C(F)(F)F)cc1.OC(/C=C\C(O)=O)=O	
egPzFL@MBmh\_KfQS[PIABPpdLbdLRVTTRbRjdRvTtTTPZfR`dbQRvvMMT@EUUUUUTpDPtsEBBbld@j@	NCGC00182549-01	C32H42F3N5O6	649.7010 (533.6288+116.0722)	28582		0		0	0	0	0	0	0	0	0	0	C[C@H](CN(CC1)C(C)(CC2)CCN2C(c2c(C)ncnc2C)=O)N1[C@H](COC)c1ccc(C(F)(F)F)cc1.OC(/C=C\C(O)=O)=O	
e`TTDD@C@mc`HbBPpIQIYRIKYQISSQQHl\N^EUO_P@UWUUUTC@EA@b|VRjP@	NCGC00179240-04	C26H30ClFN2O2	456.9800 (420.5191+36.4609)	25508	0		0										C[C@H](CN(CC1)[C@H](CC2)CC[C@@]2(c(cc2)ccc2F)C#N)[C@@]1(C(O)=O)c1ccccc1.Cl	
e`TTDD@C@mc`HbBPpIQIYRIKYQISSQQHl\N^EUO_P@UWUUUTC@EA@b|VRjP@	NCGC00016939-01	C26H30ClFN2O2	456.9800 (420.5191+36.4609)	25508		0		0	0	0	0	0	0	0	0	0	C[C@H](CN(CC1)[C@H](CC2)CC[C@@]2(c(cc2)ccc2F)C#N)[C@@]1(C(O)=O)c1ccccc1.Cl	
fbuaC@OZAHHdLRFQRFIKJZKQHTdyj`@fjjb`Z@@	NCGC00183000-01	C15H18F3NO	285.3047	28782	0	0	1		0	0	0	0	0	0	0	0	C[C@H](CN1CCCC1)C(c1ccc(C(F)(F)F)cc1)=O	
enYTA@@DJ`Ckoh\ZV\bbbdRTTTJRVvaRATtttdTRZJzvNZjj`B`BBjfjihK@R@iF@@	NCGC00247680-01	C29H38N2O8	542.6206 (392.5338+150.0868)	28844	0	0	0	0	0	1	0	0	0	0	0	0	C[C@H](CN1CCOCC1)C(C(N1CCCC1)=O)(c1ccccc1)c1ccccc1.O[C@H]([C@H](C(O)=O)O)C(O)=O	
gkiMpxPHHE@Hd~BkTYMNoXXoUyrMAaqyBQxbYMgre@[CGp@SI{IEDhiMDhiieeDiDheDdmCEhdhYbjhhhlthh]ImEEMeMDedn@aitfKGR[MV\~ZoVZmjmjjjijZjijiiffijjfijijfjjjjA@jijGAA\DHTaQIdWQKIfTEJYiaeNU`hNIEH	NCGC00249888-01	C63H88CoN14O14P	1355.3652	24346	0		0										C[C@H](CNC(CC[C@](C)([C@H]1CC(N)=O)C(/C(/C)=C(/[C@@H](CCC(N)=O)C2(C)C)\N=C2/C=C(/[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O)\N=C2/C(/C)=C2/[C@@H](CCC(N)=O)[C@]3(C)CC(N)=O)=N[C@H]1[C@]3(C)N2[Co+]C#N)=O)OP([O-])(O[C@H]([C@@H](CO)O[C@@H]1n2c(cc(C)c(C)c3)c3nc2)[C@H]1O)=O	
gkiMpxPHHE@Hd~BkTYMNoXXoUyrMAaqyBQxbYMgre@[CGp@SI{IEDhiMDhiieeDiDheDdmCEhdhYbjhhhlthh]ImEEMeMDedn@aitfKGR[MV\~ZoVZmjmjjjijZjijiiffijjfijijfjjjjA@jijGAA\DHTaQIdWQKIfTEJYiaeNU`hNIEH	NCGC00016302-01	C63H88CoN14O14P	1355.3652	24346		0		0	0	0	0	0	0	0		0	C[C@H](CNC(CC[C@](C)([C@H]1CC(N)=O)C(/C(/C)=C(/[C@@H](CCC(N)=O)C2(C)C)\N=C2/C=C(/[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O)\N=C2/C(/C)=C2/[C@@H](CCC(N)=O)[C@]3(C)CC(N)=O)=N[C@H]1[C@]3(C)N2[Co+]C#N)=O)OP([O-])(O[C@H]([C@@H](CO)O[C@@H]1n2c(cc(C)c(C)c3)c3nc2)[C@H]1O)=O	
f`q@`@@^Rfum]egEZh@@BjBAh@	NCGC00095068-01	C14H16O2	216.2756	25904		0			0		0	1	0	0	0	0	C[C@H](CO)c1ccc(cc(cc2)OC)c2c1	
dg^L`Fh{@HrIQPqQJKmTuUMHby@@	NCGC00023654-13	C9H15NO3S	217.2853	17197	0		0										C[C@H](CS)C(N(CCC1)[C@@H]1C(O)=O)=O	
fcwQR@IApKqZ`BLdTQbabbTjbbLRUgKwSUMUSUM@AFJIRb`@	NCGC00182037-01	C20H26N2O5S	406.4958	28502	0	0	0	0	0	0	0	0	0	0	0	0	C[C@H](CSC(C)=O)C(N(CCC1)[C@@H]1C(N[C@@H](Cc1ccccc1)C(O)=O)=O)=O	
emwtAJLEN_HdncW_RpBb@HjBG`aLH@UKo^pJJJIIKKQSPySQI@qQQIIYZJZGJZIJPqSPzyfWdV]^`hJJYji`@hJBbfZjX@BBFLEh`hBaU[@@	NCGC00182038-01	C44H44CaN2O8S4	897.1668 (428.5449+40.0769+428.5449)	28551		0		0	0	0	0	0	0	0	0	0	C[C@H](CSC(c1ccccc1)=O)C(N(C[C@H](C1)Sc2ccccc2)[C@@H]1C([O-])=O)=O.C[C@H](CSC(c1ccccc1)=O)C(N(C[C@H](C1)Sc2ccccc2)[C@@H]1C([O-])=O)=O.[Ca+2]	
elVPFD@AFnecg`IAJPrJQRJJJHkKQKSFEJZQSsRqrKJjjjjfZjijZfjjfHEaEIXliT`@	NCGC00022408-03	C27H36F2O6	494.5679	28931		1			0		1	0	0	0	0	1	C[C@H](C[C@@H](C(C[C@@H](C(C1(C)C=C2)=CC2=O)F)[C@@]11F)C2(C)C[C@@H]1O)[C@@]2(C(COC(C(C)(C)C)=O)=O)O	
fmo@P@@VGOHhdiheCEdheLiZLT[pTeZVjjjjjijjDqBfhZ^`XeEP@	NCGC00179273-03	C23H32O4	372.4978	25474	0		1										C[C@H](C[C@@H]([C@H](CC1)[C@H]2[C@@](C)(C=C3)C1=CC3=O)[C@]1(C)C[C@@H]2O)[C@]1(C)C(OC)=O	
fmo@P@@VGOHhdiheCEdheLiZLT[pTeZVjjjjjijjDqBfhZ^`XeEP@	NCGC00016856-01	C23H32O4	372.4978	25474		1					0		0		0	0	C[C@H](C[C@@H]([C@H](CC1)[C@H]2[C@@](C)(C=C3)C1=CC3=O)[C@]1(C)C[C@@H]2O)[C@]1(C)C(OC)=O	
el^PFD@AJfeco`HazHrJQRJJJHkFIJ[JZ[SISsRqrIHjEFjjjfZjfjYjZjdRAHKBDIR^QJEH@	NCGC00179578-03	C27H30Cl2O6	521.4295	3333			1										C[C@H](C[C@@H]([C@H](CCC([C@]1(C)C=C2)=CC2=O)[C@@]11Cl)[C@]2(C)C[C@@H]1O)[C@@]2(C(CCl)=O)OC(c1ccco1)=O	
el^PFD@AJfeco`HazHrJQRJJJHkFIJ[JZ[SISsRqrIHjEFjjjfZjfjYjZjdRAHKBDIR^QJEH@	NCGC00016950-01	C27H30Cl2O6	521.4295	3333		1			0	0	1	0	0	0	0		C[C@H](C[C@@H]([C@H](CCC([C@]1(C)C=C2)=CC2=O)[C@@]11Cl)[C@]2(C)C[C@@H]1O)[C@@]2(C(CCl)=O)OC(c1ccco1)=O	
fmo@R@AUFlDadTbdTTTQVLRVtJoZlzJRuUUTsUTtuUB`dKDHeStRbh@	NCGC00023648-04	C22H29FO4	376.4617	25647	0												C[C@H](C[C@@H]([C@H](CCC([C@]1(C)C=C2)=CC2=O)[C@@]11F)[C@]2(C)C[C@@H]1O)[C@@H]2C(CO)=O	
fmo@R@AUFlDadTbdTTTQVLRVtJoZlzJRuUUTsUTtuUB`dKDHeStRbh@	NCGC00023648-03	C22H29FO4	376.4617	25647		1			0		0	0	0	0	0	1	C[C@H](C[C@@H]([C@H](CCC([C@]1(C)C=C2)=CC2=O)[C@@]11F)[C@]2(C)C[C@@H]1O)[C@@H]2C(CO)=O	
fcAR@AU[OXICHiEHhhhblXdicBkvkNbdmUUULuUMSUTJBPlPbUOQLJ`@	NCGC00257676-01	C22H29FO5	392.4611	384	0	1	0		0		0	0	0	0	0	1	C[C@H](C[C@@H]([C@H](CCC([C@]1(C)C=C2)=CC2=O)[C@@]11F)[C@]2(C)C[C@@H]1O)[C@@]2(C(CO)=O)O	
eodPFH@AJfimk`ICHiEHhhhblXdicBeEOMKGHdbjjjjYjjZfijhRAHKBDIR^QJEH@	NCGC00022662-05	C24H31FO6	434.4977	2901	0		0										C[C@H](C[C@@H]([C@H](CCC([C@]1(C)C=C2)=CC2=O)[C@@]11F)[C@]2(C)C[C@@H]1O)[C@@]2(C(COC(C)=O)=O)O	
eodPFH@AJfimk`ICHiEHhhhblXdicBeEOMKGHdbjjjjYjjZfijhRAHKBDIR^QJEH@	NCGC00016566-01	C24H31FO6	434.4977	2901		1					0	0	0	0		1	C[C@H](C[C@@H]([C@H](CCC([C@]1(C)C=C2)=CC2=O)[C@@]11F)[C@]2(C)C[C@@H]1O)[C@@]2(C(COC(C)=O)=O)O	
eodPFH@AJfimk`ICHiEHhhhblXdicBeEOMKGHdbjjjjYjjZfijhRAHKBDIR^QJEH@	NCGC00183274-01	C24H31FO6	434.4977	2901		1			0	0	0	0		0	0	1	C[C@H](C[C@@H]([C@H](CCC([C@]1(C)C=C2)=CC2=O)[C@@]11F)[C@]2(C)C[C@@H]1O)[C@@]2(C(COC(C)=O)=O)O	
eiSPILDHDLMCOHknP@azPEtLNEgIIKDeMBeMIiEDkDhcIelAEBnem`XZVUh@ajZjjjjjjVRjDBRRraTfbtvgr@@	NCGC00167571-01	C29H32FNaO9S	598.6122 (575.6229+22.9892)	26722		1			0		0	1	0	0		1	C[C@H](C[C@@H]([C@H](CCC([C@]1(C)C=C2)=CC2=O)[C@@]11F)[C@]2(C)C[C@@H]1O)[C@@]2(C(COC(c1cccc(S([O-])(=O)=O)c1)=O)=O)O.[Na+]	
ebQXFH@LQJfimk`ICHiEHhhhblXdicBeMDdiyiXyDdTccUUUSMUSTuL@ETBPIAXPaJSrIPi@@	NCGC00249903-01	C28H32FNO6	497.5552	31479	0		0										C[C@H](C[C@@H]([C@H](CCC([C@]1(C)C=C2)=CC2=O)[C@@]11F)[C@]2(C)C[C@@H]1O)[C@@]2(C(COC(c1ccncc1)=O)=O)O	
ed\PABBHDLBNIJo`OAjPAtH]CCbNAfF\ddqTtfdTRlRbLfVpAgbVPtussUSUUUUUURsUBBIQZPrQQJYSi@@	NCGC00094644-01	C22H28FNa2O8P	516.4046 (22.9892+22.9892+470.4262)	27429		1				0	0	1	0	0		1	C[C@H](C[C@@H]([C@H](CCC([C@]1(C)C=C2)=CC2=O)[C@@]11F)[C@]2(C)C[C@@H]1O)[C@@]2(C(COP([O-])([O-])=O)=O)O.[Na+].[Na+]	
ed\PABBHDLBNIJo`OAjPAtH]CCbNAfF\ddqTtfdTRlRbLfVpAgbVPtussUSUUUUUURsUBBIQZPrQQJYSi@@	NCGC00256783-01	C22H28FNa2O8P	516.4046 (22.9892+22.9892+470.4262)	27429	0	1	0		0	0	0		0	0	0	1	C[C@H](C[C@@H]([C@H](CCC([C@]1(C)C=C2)=CC2=O)[C@@]11F)[C@]2(C)C[C@@H]1O)[C@@]2(C(COP([O-])([O-])=O)=O)O.[Na+].[Na+]	
edZPJD@AFimk`HaJPrJQRJJJHkKQK[PiSRJ^ZVNQYUUUUTsUUMMSUUTdBPVDHRdlWdrUR@@	NCGC00016824-01	C27H36ClFO5	495.0231	25460		1			0	0	0	0	0	0	0	1	C[C@H](C[C@@H]([C@H](C[C@@H](C([C@]1(C)C=C2)=CC2=O)F)[C@@]11Cl)[C@]2(C)C[C@@H]1O)[C@@H]2C(COC(C(C)(C)C)=O)=O	
ek`PJD@AFnec`IAJPrJQRJJJHkKQKSFESsRqrKJjjjjfZjijZjiHD`lHPeIXoIeJd@@	NCGC00021761-05	C22H28F2O5	410.4515	25365	0		0										C[C@H](C[C@@H]([C@H](C[C@@H](C([C@]1(C)C=C2)=CC2=O)F)[C@@]11F)[C@]2(C)C[C@@H]1O)[C@@]2(C(CO)=O)O	
ek`PJD@AFnec`IAJPrJQRJJJHkKQKSFESsRqrKJjjjjfZjijZjiHD`lHPeIXoIeJd@@	NCGC00016604-01	C22H28F2O5	410.4515	25365		1			0	0	0	0	0	0		1	C[C@H](C[C@@H]([C@H](C[C@@H](C([C@]1(C)C=C2)=CC2=O)F)[C@@]11F)[C@]2(C)C[C@@H]1O)[C@@]2(C(CO)=O)O	
eohPFL@B@amkg`HcRP\dLbbbrbTffbjTRftHXxl|RrjziZZjjjjjijjdX`dTadlbTreTzP@	NCGC00263526-01	C22H29ClF2O6	462.9119 (444.8966+18.0153)	26460	0		0										C[C@H](C[C@@H]([C@H](C[C@@H](C([C@]1(C)C=C2Cl)=CC2=O)F)[C@@]11F)[C@]2(C)C[C@@H]1O)[C@@]2(C(CO)=O)O.O	
eohPFL@B@amkg`HcRP\dLbbbrbTffbjTRftHXxl|RrjziZZjjjjjijjdX`dTadlbTreTzP@	NCGC00164585-01	C22H29ClF2O6	462.9119 (444.8966+18.0153)	26460		1			0	0		0	0	0	0	1	C[C@H](C[C@@H]([C@H](C[C@@H](C([C@]1(C)C=C2Cl)=CC2=O)F)[C@@]11F)[C@]2(C)C[C@@H]1O)[C@@]2(C(CO)=O)O.O	
eodPFH@CHfimk`ICHhhdiDimCEDYmBeFIAKODljjfjjZjjjfiijRATIaRKRNSqYRi@@	NCGC00185748-01	C24H31FO6	434.4977	3422		1			0		0	0	0	0	0	1	C[C@H](C[C@@H]([C@H](C[C@@H]1F)[C@H]2[C@@](C)(C=C3)C1=CC3=O)[C@]1(C)C[C@@H]2O)[C@@]1(C(COC(C)=O)=O)O	
eisxO@@DpDI@dbg`RZ^YS\z|bbTTTtrbfbfTRRbbfbT|VRatRTLTVQNayEm}ZjjjjjjjjifjjjjjifjjRpaDhgDTfblSdbURfRtvTLQcJuej@@	NCGC00016981-01	C41H67NO15	813.9684	3721		0		0	0	0	0	0	0	0	0	0	C[C@H](C[C@@H]([C@H]1OC(C)=O)N(C)C)O[C@H]1O[C@@H]([C@@H](C)C[C@]1(C([C@H](C)[C@H]([C@@H](C)[C@@H](C)OC([C@@H]2C)=O)OC(C)=O)=O)OC1)[C@@H](C)[C@@H]2O[C@@H](C[C@@H]1OC)O[C@@H](C)[C@@H]1OC(C)=O	
eisxC@@D@FMCGOImbWTv|bbbbbtbbvftLTRbbRVaffVRbbaJQTBRZms}CZijjfjjjjZjjjjjYjjfj\HWDldRJUTZPt^dJqal}f\PvoX	NCGC00163470-03	C44H69NO12	804.0182	26354		0			0	0	1	0		0		0	C[C@H](C[C@@H]1OC)[C@@](C(C(N(CCCC2)[C@@H]2C(O[C@@H]([C@H](C)[C@H](CC([C@H](CC=C)/C=C(\C)/C[C@H](C)C2)=O)O)/C(/C)=C/[C@H](CC[C@H]3O)C[C@H]3OC)=O)=O)=O)(O)O[C@@H]1[C@H]2OC	
ghIFAX@@D@AahLNOEpDzKUaq{HhhhhmHhmimCEheEheEMMdlihdeMXdhhU@QHtu^ksyjfjjZjjjjjZZjjVjjijfjjoAA\IXdQEEtdq_IBbj^hFcZKe^aAEZhuMh	NCGC00021305-05	C51H79NO13	914.1719	3582		0		1		0	1						C[C@H](C[C@H](CC[C@H]1O)C[C@H]1OC)[C@H](CC([C@H](C)/C=C(\C)/[C@H]([C@H](C([C@H](C)C[C@H](C)/C=C/C=C/C=C(\C)/[C@H](C[C@H](CC[C@H]1C)O[C@]1(C(C(N1[C@H]2CCCC1)=O)=O)O)OC)=O)OC)O)=O)OC2=O	
ghIFAX@@D@AahLNOEpDzKUaq{HhhhhmHhmimCEheEheEMMdlihdeMXdhhU@QHtu^ksyjfjjZjjjjjZZjjVjjijfjjoAA\IXdQEEtdq_IBbj^hFcZKe^aAEZhuMh	NCGC00181146-01	C51H79NO13	914.1719	3582		0		1	0	0	1						C[C@H](C[C@H](CC[C@H]1O)C[C@H]1OC)[C@H](CC([C@H](C)/C=C(\C)/[C@H]([C@H](C([C@H](C)C[C@H](C)/C=C/C=C/C=C(\C)/[C@H](C[C@H](CC[C@H]1C)O[C@]1(C(C(N1[C@H]2CCCC1)=O)=O)O)OC)=O)OC)O)=O)OC2=O	
gbOF@x@@D@AahLNOEpDzKUisyCdTTTTVdTVtvabtRbtRbffrVTtRRfvbRTTQTADcSUz@VjZjijjjjjiijjiZjjfjijjj|DEpebQDTWRSE|dJJiz`ZMinWzDDUjcTv`	NCGC00167512-01	C53H83NO14	958.2244	20599		0		1		0	1	0					C[C@H](C[C@H](CC[C@H]1OCCO)C[C@H]1OC)[C@H](CC([C@H](C)/C=C(\C)/[C@H]([C@H](C([C@H](C)C[C@H](C)/C=C/C=C/C=C(\C)/[C@H](C[C@H](CC[C@H]1C)O[C@]1(C(C(N1[C@H]2CCCC1)=O)=O)O)OC)=O)OC)O)=O)OC2=O	
f`~`a@KDdCD}DILrkkppTDDUUDCH@	NCGC00168267-02	C11H17BrClNO2	310.6152 (274.1542+36.4609)	28808	0	0		1	0	0		0		0	0	0	C[C@H](Cc(c(OC)c1)cc(OC)c1Br)N.Cl	
f`~`b@KPLBHPYnUUlTj@`jjHJP@	NCGC00247698-01	C12H20ClNO2	245.7457 (209.2848+36.4609)	28810	0	0		0		0	0		0	0	0	0	C[C@H](Cc(cc(c(C)c1)OC)c1OC)N.Cl	
ff}@P@@DsWHhhllhimDeBsbRpPEUT@Q@bTU@@	NCGC00015741-06	C18H22O4	302.3649	25178		0			0	0	1	0		0	0	0	C[C@H](Cc(cc1)cc(O)c1O)[C@@H](C)Cc(cc1)cc(O)c1O	
ee}rC@@EJlWPDFNAGLoh^SQ|bfR`JRbbrtrTVbRrFRTTVVfRbtRVPTUstjk_[SLtDAUUP@TtDAUUP@T@DIQjZsvPXP	NCGC00181126-01	C42H52N4O12	804.8819 (344.4049+116.0722+344.4049)	24239		0		0	0	0	0	0	0	0		0	C[C@H](Cc(cc1)ccc1OC)NC[C@@H](c(cc1)cc(NC=O)c1O)O.C[C@H](Cc(cc1)ccc1OC)NC[C@@H](c(cc1)cc(NC=O)c1O)O.OC(/C=C/C(O)=O)=O	
eghPN@@@JFOJemldTRbrabTTRTrrTIE@fdSVWUAPTAPUQUUPRFRzP@	NCGC00181777-01	C23H28O7	416.4642	28876		0		0	0		0	0	0	0	0	0	C[C@H](Cc(cc1OCOc1c1OC)c1-c(c(C1)cc(OC)c2OC)c2OC)[C@]1(C)O	
eghPN@@@JFOJemldTRbrabTTRTrrTIE@fdSVWUAPTAPUQUUPRFRzP@	NCGC00183134-01	C23H28O7	416.4642	28876		0		0	0	1	0	0	0	0	0	0	C[C@H](Cc(cc1OCOc1c1OC)c1-c(c(C1)cc(OC)c2OC)c2OC)[C@]1(C)O	
do^@`HBHPZY}m[^jjp@HR@@	NCGC00024994-06	C13H18ClN	223.7417 (187.2808+36.4609)	24584	0		0										C[C@H](Cc1ccccc1)N(C)CC#C.Cl	
do^@`HBHPZY}m[^jjp@HR@@	NCGC00016708-01	C13H18ClN	223.7417 (187.2808+36.4609)	24584		0		0	0		0	0	0	0	0	0	C[C@H](Cc1ccccc1)N(C)CC#C.Cl	
do^@`HBHPZY}m[^jjp@HR@@	NCGC00255797-01	C13H18ClN	223.7417 (187.2808+36.4609)	24584	0	0	0	0	0	0		0	0	0	0	0	C[C@H](Cc1ccccc1)N(C)CC#C.Cl	
dcv@`HBHPYoeUvj`@HR@@	NCGC00247330-02	C10H16ClN	185.6937 (149.2328+36.4609)	28791		0		0	0		0	0	0	0	0	0	C[C@H](Cc1ccccc1)NC.Cl	
eePpK@@@DGJfaimghZV^\bbTtRbbRRRRbTRRRT|rVqCDb`QRWVqrNOHkUUPA@DTUUUUUUTEPfBhfRVPLQVJE`@	NCGC00016821-01	C29H32O13	588.5566	3035		0		0	0	0	0	0		1		0	C[C@H](OC[C@H]1O[C@H]([C@@H]2O)OC(C(CO3)[C@@H]([C@@H]4c(cc5OC)cc(OC)c5O)C3=O)c3c4cc4OCOc4c3)O[C@H]1[C@@H]2O	
eePpK@@@DGJfaimghZV^\bbTtRbbRRRRbTRRRT|rVqCDb`QRWVqrNOHkUUPA@DTUUUUUUTEPfBhfRVPLQVJE`@	NCGC00255126-01	C29H32O13	588.5566	3035	1	0		0	0	0	0			1	0	0	C[C@H](OC[C@H]1O[C@H]([C@@H]2O)OC(C(CO3)[C@@H]([C@@H]4c(cc5OC)cc(OC)c5O)C3=O)c3c4cc4OCOc4c3)O[C@H]1[C@@H]2O	
egRp@h@HDLBAEIekgodZYU]POCIILXhhdchhhheDdjeieELemiYUtL\mm}BssjZuPQDUPTPtUUUUUTQUB^JJ@kEDqe\hv@@	NCGC00188444-01	C29H33O16P	668.5365	28571		0		0			0	1		1	1	0	C[C@H](OC[C@H]1O[C@H]([C@@H]2O)OC(C(CO3)[C@@H]([C@@H]4c(cc5OC)cc(OC)c5OP(O)(O)=O)C3=O)c3c4cc4OCOc4c3)O[C@H]1[C@@H]2O	
egRp@h@HDLBAEIekgodZYU]POCIILXhhdchhhheDdjeieELemiYUtL\mm}BssjZuPQDUPTPtUUUUUTQUB^JJ@kEDqe\hv@@	NCGC00185753-01	C29H33O16P	668.5365	28571		0		0	0	0	0	0	0	1	1	0	C[C@H](OC[C@H]1O[C@H]([C@@H]2O)OC(C(CO3)[C@@H]([C@@H]4c(cc5OC)cc(OC)c5OP(O)(O)=O)C3=O)c3c4cc4OCOc4c3)O[C@H]1[C@@H]2O	
dazL@BAFR[nZjdrT`@	NCGC00164520-02	C4H9NO3	119.1192	26412	0		0										C[C@H]([C@@H](C(O)=O)N)O	
gcNT@L@@@C@PDREE`JEbILiVkLv{SmuzcITz\bbbbbbVabbbRRffbLVvbtLRRTRbVVttRRTTTRoCPh|MC`qxzcAbpGBaxmATEPUTESEUUUUUUUUUUUUUUUPUTLpPpkBzPXmd^IDjREJuGR}PLhrKP\erPCHLPkBnJ@@	NCGC00181319-01	C52H76O24	1085.1454	3492		0		1	0		1			1	0		C[C@H]([C@@H](C([C@H](C(Cc1cc2cc(O[C@@H](C[C@H]3O[C@@H](C[C@H]4O)O[C@H](C)[C@H]4O)O[C@H](C)[C@@H]3O)c(C)c(O)c2c(O)c1C1=O)[C@@H]1O[C@@H](C[C@H]1O[C@@H](C[C@H]2O[C@@H](C[C@]3(C)O)O[C@H](C)[C@H]3O)O[C@H](C)[C@H]2O)O[C@H](C)[C@H]1O)OC)=O)O)O	
gcNT@L@@@C@PDREE`JEbILiVkLv{SmuzcITz\bbbbbbVabbbRRffbLVvbtLRRTRbVVttRRTTTRoCPh|MC`qxzcAbpGBaxmATEPUTESEUUUUUUUUUUUUUUUPUTLpPpkBzPXmd^IDjREJuGR}PLhrKP\erPCHLPkBnJ@@	NCGC00181319-05	C52H76O24	1085.1454	3492		0		1	0		1			1	0		C[C@H]([C@@H](C([C@H](C(Cc1cc2cc(O[C@@H](C[C@H]3O[C@@H](C[C@H]4O)O[C@H](C)[C@H]4O)O[C@H](C)[C@@H]3O)c(C)c(O)c2c(O)c1C1=O)[C@@H]1O[C@@H](C[C@H]1O[C@@H](C[C@H]2O[C@@H](C[C@]3(C)O)O[C@H](C)[C@H]3O)O[C@H](C)[C@H]2O)O[C@H](C)[C@H]1O)OC)=O)O)O	
gljtAl@@@C@PDREE`JEbILiVkLv{SmsyCaDf[KfKdTTTTTRtLTTRRTttQbvtVabRRbTRrvbTRTRTTLRiRgCPh|MC`qxzcAbtEcQTmATEPUTESEUUUUUUUUUUUTuUUUTtEUSLDxPpkBzPXmd^IDjREJuGR}PLhrKP\et@jCBLhicEL@@	NCGC00163697-01	C56H80O27	1185.2182	26363		0		1			1			1	0		C[C@H]([C@@H](C([C@H]([C@H](Cc1cc2cc(O[C@@H](C[C@H]3O[C@H](C[C@H]4O)O[C@H](C)[C@@H]4OC)O[C@H](C)[C@@H]3OC(O)=O)c(C)c(O)c2c(O)c1C1=O)[C@@H]1O[C@@H](C[C@H]1O[C@@H](C[C@H]2O[C@@H](C[C@]3(C)O)O[C@@H](C)[C@@H]3OC(C)=O)O[C@H](C)[C@H]2O)O[C@H](C)[C@H]1O)OC)=O)O)O	
fikaP@N`Ps`lbfR`JbRfTbRqlzIV}ZYh@JjjhkGiFETLP	NCGC00247703-01	C19H25NO5	347.4055 (116.0722+231.3333)	28837		0		0	0	0	0			0	0	0	C[C@H]([C@@H](C1)N(C)CC2)[C@]2(C)c2c1ccc(O)c2.OC(/C=C/C(O)=O)=O	
